Zeit[min * 1];Einheitstemperaturzeitkurve[°C * 1];Externe-Brandkurve[°C * 1];HydroKarbon-Brandkurve[°C * 1];

4.79;570.142;582.093;942.27
4.8;570.446;582.406;942.533
4.81;570.75;582.718;942.796
4.82;571.053;583.028;943.058
4.83;571.356;583.338;943.32
4.84;571.658;583.647;943.582
4.85;571.96;583.955;943.843
4.86;572.261;584.262;944.104
4.87;572.561;584.568;944.364
4.88;572.86;584.872;944.624
4.89;573.16;585.176;944.883
4.9;573.458;585.479;945.142
4.91;573.756;585.781;945.4
4.92;574.053;586.082;945.658
4.93;574.35;586.382;945.916
4.94;574.646;586.681;946.173
4.95;574.941;586.98;946.43
4.96;575.236;587.277;946.686
4.97;575.531;587.573;946.942
4.98;575.825;587.868;947.198
4.99;576.118;588.163;947.453
5;576.41;588.456;947.707
5.01;576.703;588.749;947.962
5.02;576.994;589.04;948.215
5.03;577.285;589.331;948.469
5.04;577.575;589.62;948.722
5.05;577.865;589.909;948.974
5.06;578.154;590.197;949.226
5.07;578.443;590.484;949.478
5.08;578.731;590.77;949.729
5.09;579.019;591.055;949.98
5.1;579.306;591.339;950.23
5.11;579.592;591.622;950.48
5.12;579.878;591.905;950.73
5.13;580.164;592.186;950.979
5.14;580.448;592.467;951.227
5.15;580.733;592.746;951.476
5.16;581.017;593.025;951.724
5.17;581.3;593.303;951.971
5.18;581.583;593.58;952.218
5.19;581.865;593.856;952.465
5.2;582.146;594.131;952.711
5.21;582.427;594.406;952.957
5.22;582.708;594.679;953.202
5.23;582.988;594.952;953.447
5.24;583.268;595.223;953.692
5.25;583.547;595.494;953.936
5.26;583.825;595.764;954.18
5.27;584.103;596.033;954.423
5.28;584.381;596.302;954.666
5.29;584.658;596.569;954.908
5.3;584.934;596.836;955.151
5.31;585.21;597.101;955.392
5.32;585.485;597.366;955.634
5.33;585.76;597.63;955.874
5.34;586.035;597.893;956.115
5.35;586.309;598.156;956.355
5.36;586.582;598.417;956.595
5.37;586.855;598.678;956.834
5.38;587.127;598.938;957.073
5.39;587.399;599.197;957.312
5.4;587.671;599.455;957.55
5.41;587.942;599.712;957.787
5.42;588.212;599.969;958.025
5.43;588.482;600.224;958.262
5.44;588.752;600.479;958.498
5.45;589.021;600.733;958.734
5.46;589.289;600.986;958.97
5.47;589.557;601.239;959.205
5.48;589.825;601.491;959.44
5.49;590.092;601.741;959.675
5.5;590.358;601.991;959.909
5.51;590.624;602.241;960.143
5.52;590.89;602.489;960.376
5.53;591.155;602.737;960.609
5.54;591.42;602.984;960.842
5.55;591.684;603.23;961.074
5.56;591.948;603.475;961.306
5.57;592.211;603.719;961.537
5.58;592.474;603.963;961.768
5.59;592.737;604.206;961.999
5.6;592.999;604.448;962.229
5.61;593.26;604.69;962.459
5.62;593.521;604.93;962.689
5.63;593.782;605.17;962.918
5.64;594.042;605.409;963.147
5.65;594.301;605.647;963.375
5.66;594.561;605.885;963.603
5.67;594.819;606.122;963.831
5.68;595.078;606.358;964.058
5.69;595.336;606.593;964.285
5.7;595.593;606.828;964.511
5.71;595.85;607.061;964.737
5.72;596.107;607.294;964.963
5.73;596.363;607.527;965.188
5.74;596.619;607.758;965.413
5.75;596.874;607.989;965.638
5.76;597.129;608.219;965.862
5.77;597.383;608.448;966.086
5.78;597.637;608.677;966.309
5.79;597.89;608.905;966.532
5.8;598.144;609.132;966.755
5.81;598.396;609.358;966.977
5.82;598.648;609.584;967.199
5.83;598.9;609.809;967.421
5.84;599.152;610.033;967.642
5.85;599.403;610.257;967.863
5.86;599.653;610.48;968.084
5.87;599.903;610.702;968.304
5.88;600.153;610.923;968.523
5.89;600.402;611.144;968.743
5.9;600.651;611.364;968.962
5.91;600.9;611.583;969.181
5.92;601.148;611.802;969.399
5.93;601.395;612.02;969.617
5.94;601.643;612.237;969.834
5.95;601.89;612.453;970.052
5.96;602.136;612.669;970.268
5.97;602.382;612.884;970.485
5.98;602.628;613.099;970.701
5.99;602.873;613.312;970.917
6;603.118;613.525;971.132
6.01;603.362;613.738;971.347
6.02;603.606;613.95;971.562
6.03;603.85;614.161;971.776
6.04;604.093;614.371;971.99
6.05;604.336;614.581;972.204
6.06;604.578;614.79;972.417
6.07;604.82;614.998;972.63
6.08;605.062;615.206;972.842
6.09;605.303;615.413;973.055
6.1;605.544;615.619;973.266
6.11;605.785;615.825;973.478
6.12;606.025;616.03;973.689
6.13;606.264;616.234;973.9
6.14;606.504;616.438;974.11
6.15;606.743;616.641;974.32
6.16;606.981;616.843;974.53
6.17;607.22;617.045;974.739
6.18;607.457;617.246;974.948
6.19;607.695;617.447;975.157
6.2;607.932;617.647;975.365
6.21;608.169;617.846;975.573
6.22;608.405;618.044;975.781
6.23;608.641;618.242;975.988
6.24;608.876;618.44;976.195
6.25;609.112;618.636;976.402
6.26;609.347;618.832;976.608
6.27;609.581;619.028;976.814
6.28;609.815;619.223;977.019
6.29;610.049;619.417;977.225
6.3;610.282;619.61;977.429
6.31;610.515;619.803;977.634
6.32;610.748;619.996;977.838
6.33;610.98;620.187;978.042
6.34;611.212;620.378;978.245
6.35;611.444;620.569;978.449
6.36;611.675;620.759;978.651
6.37;611.906;620.948;978.854
6.38;612.136;621.137;979.056
6.39;612.367;621.325;979.258
6.4;612.596;621.512;979.459
6.41;612.826;621.699;979.661
6.42;613.055;621.885;979.861
6.43;613.284;622.071;980.062
6.44;613.512;622.256;980.262
6.45;613.74;622.441;980.462
6.46;613.968;622.624;980.661
6.47;614.195;622.808;980.86
6.48;614.422;622.99;981.059
6.49;614.649;623.173;981.258
6.5;614.875;623.354;981.456
6.51;615.101;623.535;981.654
6.52;615.327;623.716;981.851
6.53;615.552;623.895;982.048
6.54;615.777;624.075;982.245
